species	metabolite	log2FC	SE	time
Lkul	"L-Methionine,_2TMS_derivative"	0.599762219	0.228868359	t8
Lkul	"L-5-Oxoproline,_,_2TMS_derivative"	1.137416052	0.321965681	t8
Lkul	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	2.691126514	0.374353727	t8
Lkul	"4-Aminobutanoic_acid,_3TMS_derivative"	1.214925157	0.362393911	t8
Lkul	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	1.82615634	0.90989186	t8
Lkul	"DL-Phenylalanine,_TMS_derivative"	1.789923	0.530430005	t8
Lkul	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	1.055771965	0.235081223	t8
Lkul	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	1.29814085	0.262304143	t8
Lkul	"2-Aminoadipic_acid,_3TMS_derivative"	1.854728005	0.60584486	t8
Lkul	"3-Phenyllactic_acid,_2TMS_derivative"	4.826650991	0.482988948	t8
Lkul	"2-Aminooctanoic_acid,_2TMS_derivative"	2.284443835	0.81539004	t8
Lkul	"L-Glutamic_acid,_3TMS_derivative"	0.852775748	0.335996941	t8
Lkul	"L-Phenylalanine,_2TMS_derivative"	0.731445726	0.157114697	t8
Lkul	"2-Aminoheptanedioic_acid,_3TMS_derivative"	1.645353375	0.629399928	t8
Lkul	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	1.663432647	0.364820313	t8
Lkul	Unknown_15_17	-0.141057097	1.088652392	t8
Lkul	"Asparagine,_3TMS_derivative"	1.26346606	0.851901498	t8
Lkul	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	4.437515751	0.795175233	t8
Lkul	"Xylitol,_5TMS_derivative"	1.173791091	0.205074248	t8
Lkul	"Putrescine,_4TMS_derivative"	1.275685935	0.441067312	t8
Lkul	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	1.362936166	0.368472996	t8
Lkul	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	2.000461736	0.72892823	t8
Lkul	"Myo-Inositol,_6TMS_derivative_isomer_1"	1.066916275	0.258023355	t8
Lkul	"Terephthalic_acid,_2TMS_derivative"	-1.240215503	0.375763542	t8
Lkul	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	1.035305968	0.248240488	t8
Lkul	"9H-Purin-6-ol,_2TMS_derivative"	1.817053283	0.338266044	t8
Lkul	"L-Ornithine,_4TMS_derivative"	1.222898098	0.614813267	t8
Lkul	"Citric_acid,_4TMS_derivative"	1.127768866	0.362161535	t8
Lkul	Unknown_19_62	1.393776139	0.390570528	t8
Lkul	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	0.803011177	0.245514606	t8
Lkul	"Adenine,_2TMS_derivative"	2.590589642	0.341986127	t8
Lkul	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	0.834632926	0.222328418	t8
Lkul	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	0.98992053	0.288904371	t8
Lkul	"D-(+)-Gluconolactone,_4TMS_derivative"	0.944787416	0.212203913	t8
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	1.220290326	0.223943807	t8
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	0.979312882	0.195250063	t8
Lkul	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	4.291183352	0.854442066	t8
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	1.30469185	0.238987414	t8
Lkul	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	1.08185816	0.216818478	t8
Lkul	"Cadaverine,_4TMS_derivative"	1.522691923	0.45382511	t8
Lkul	"L-Lysine,_4TMS_derivative"	1.550058505	0.678355223	t8
Lkul	"D-Glucitol,_6TMS_derivative"	1.132163489	0.213516946	t8
Lkul	"L-Tyrosine,_3TMS_derivative"	1.134254771	0.259166909	t8
Lkul	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	1.089627471	0.244267096	t8
Lkul	"D-Gluconic_acid,_6TMS_derivative"	1.146027849	0.369210144	t8
Lkul	"Muco-Inositol,_6TMS_derivative"	1.174445339	0.32967943	t8
Lkul	Unknown_22_95	1.717184827	0.259815779	t8
Lkul	"Glucose,_5TMS_derivative_13C"	1.47064405	0.526804538	t8
Lkul	"Glucose,_5TMS_derivative"	1.301604642	0.523205972	t8
Lkul	"Palmitic_Acid,_TMS_derivative"	1.311523999	0.134120341	t8
Lkul	"Myo-Inositol,_6TMS_derivative_isomer_2"	1.08238589	0.325617378	t8
Lkul	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	2.559365802	0.37478276	t8
Lkul	"Indole-3-lactic_acid,_3TMS_derivative"	4.636380227	0.563876977	t8
Lkul	"L-Tryptophan,_3TMS_derivative"	1.025476596	0.233000693	t8
Lkul	"Oleic_Acid,_(Z)-,_TMS_derivative"	1.512524035	0.288570721	t8
Lkul	Sugar_phosphate_26_68	1.793035251	0.973105915	t8
Lkul	"Stearic_acid,_TMS_derivative"	1.261626582	0.08600653	t8
Lkul	"Tranexamic_acid,_3TMS_derivative"	1.650194414	0.510366688	t8
Lkul	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	1.970419759	0.46166462	t8
Lkul	"Xanthine,_3TMS_derivative"	1.474223143	0.440020324	t8
Lkul	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	1.574939878	0.560091943	t8
Lkul	"Uridine,_3TMS_derivative"	2.25951203	0.344870988	t8
Lkul	"Inosine,_4TMS_derivative"	1.487456537	0.361321285	t8
Lkul	"Sucrose,_8TMS_derivative"	1.35129959	0.350999104	t8
Lkul	"Adenosine,_4TMS_derivative"	0.951137018	0.372310875	t8
Lkul	Unknown_30_30	1.26735512	0.435793436	t8
Lkul	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.408443249	1.796057974	t8
Lkul	"Lactose,_8TMS_derivative"	1.099571134	0.206135387	t8
Lkul	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	1.357362032	0.697928716	t8
Lkul	"Guanosine,_5TMS_derivative"	1.77827827	0.387310155	t8
Lkul	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.222892848	0.315900889	t8
Lkul	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.641961112	0.422763489	t8
Lkul	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	1.780885526	4.554714732	t8
Lkul	"Lactic_Acid,_2TMS_derivative"	3.899498005	0.216730215	t16
Lkul	"L-Alanine,_2TMS_derivative"	0.264409731	0.366889512	t16
Lkul	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	-0.035147103	0.195626398	t16
Lkul	"3-Methyl-2-butenoic_acid,_morpholide"	0.283740034	0.448904209	t16
Lkul	"Silanol,_trimethyl-,_carbonate_(2:1)"	-0.280961589	0.329678055	t16
Lkul	"Pentasiloxane,_dodecamethyl-"	-0.347138987	0.301376522	t16
Lkul	"1,4-Butanediol,_2TMS_derivative"	0.070172732	0.147751837	t16
Lkul	Creatinine	-0.368151112	1.440899469	t16
Lkul	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	0.029395664	0.078775471	t16
Lkul	"L-Valine,_2TMS_derivative"	0.097951704	0.172959535	t16
Lkul	"Ethylphosphonic_acid,_2TMS_derivative"	4.578811817	0.228377421	t16
Lkul	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	4.896514054	0.436457064	t16
Lkul	"Benzoic_Acid,_TMS_derivative"	-0.100554762	0.224170318	t16
Lkul	"L-Isoleucine,_2TMS_derivative"	-0.03709355	0.106687822	t16
Lkul	"L-Proline,_2TMS_derivative"	0.19947161	0.340882513	t16
Lkul	"Glycine,_3TMS_derivative"	0.60469725	0.454785818	t16
Lkul	"Butanedioic_acid,_2TMS_derivative"	0.74056702	0.37137268	t16
Lkul	"L-Leucine,_2TMS_derivative"	-0.029970148	0.114874327	t16
Lkul	"Glyceric_acid,_3TMS_derivative"	0.169237199	0.189741415	t16
Lkul	"Uracil,_2TMS_derivative"	1.643954344	0.363021315	t16
Lkul	"Serine,_3TMS_derivative"	-0.25500131	0.407160707	t16
Lkul	"8,10-Dioxaheptadecane"	-0.005755372	0.12828625	t16
Lkul	Unknown_7_02	0.128033389	1.578556293	t16
Lkul	"Pipecolic_acid,_2TMS_derivative"	0.110496805	0.341859785	t16
Lkul	"L-Threonine,_3TMS_derivative"	0.143293841	0.364150683	t16
Lkul	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	0.035987457	0.34586558	t16
Lkul	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	1.336700222	0.44840541	t16
Lkul	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	0.029131398	0.321138063	t16
Lkul	".beta.-Alanine,_3TMS_derivative"	0.106612641	0.323391817	t16
Lkul	"3-Amino-2-piperidone,_2TMS_derivative"	0.261504138	0.395394229	t16
Lkul	Unknown_9_81	0.20020552	1.131474273	t16
Lkul	"Malic_acid,_3TMS_derivative"	-3.71239103	0.268203155	t16
Lkul	"Erythritol_2,_4TMS_derivative"	-0.088796878	0.218814974	t16
Lkul	"Tromethamine,_4TMS_derivative"	0.078584759	0.152531746	t16
Lkul	"Pyroglutamic_acid,_TMS_derivative"	0.410673233	0.77256133	t16
Lkul	"L-Aspartic_acid,_3TMS_derivative"	-0.110627806	0.4377377	t16
Lkul	"L-Methionine,_2TMS_derivative"	-0.170740067	0.146949982	t16
Lkul	"L-5-Oxoproline,_,_2TMS_derivative"	0.196642562	0.407257154	t16
Lkul	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	4.887237993	0.31735304	t16
Lkul	"4-Aminobutanoic_acid,_3TMS_derivative"	0.249375365	0.407396495	t16
Lkul	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	-0.124263364	1.416059894	t16
Lkul	"DL-Phenylalanine,_TMS_derivative"	-0.318305012	0.540589845	t16
Lkul	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	-0.096067734	0.245739081	t16
Lkul	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	0.60525535	0.308830679	t16
Lkul	"2-Aminoadipic_acid,_3TMS_derivative"	-0.072937606	1.028233038	t16
Lkul	"3-Phenyllactic_acid,_2TMS_derivative"	6.225294913	0.558689192	t16
Lkul	"2-Aminooctanoic_acid,_2TMS_derivative"	0.46416832	1.324091852	t16
Lkul	"L-Glutamic_acid,_3TMS_derivative"	0.086594953	0.301286056	t16
Lkul	"L-Phenylalanine,_2TMS_derivative"	-0.270699717	0.132398335	t16
Lkul	"2-Aminoheptanedioic_acid,_3TMS_derivative"	-0.077021585	1.015066229	t16
Lkul	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	0.215874777	0.479659695	t16
Lkul	Unknown_15_17	0.135409732	0.268149799	t16
Lkul	"Asparagine,_3TMS_derivative"	-0.133539593	0.722504777	t16
Lkul	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	3.075707635	1.052055252	t16
Lkul	"Xylitol,_5TMS_derivative"	0.009709958	0.33310755	t16
Lkul	"Putrescine,_4TMS_derivative"	-0.026218639	0.495160145	t16
Lkul	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	0.077395724	0.575428157	t16
Lkul	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	0.345819738	0.707179747	t16
Lkul	"Myo-Inositol,_6TMS_derivative_isomer_1"	-0.065827882	0.350816681	t16
Lkul	"Terephthalic_acid,_2TMS_derivative"	-0.157989189	0.445918909	t16
Lkul	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	-0.054435172	0.344313384	t16
Lkul	"9H-Purin-6-ol,_2TMS_derivative"	2.026958681	0.451868188	t16
Lkul	"L-Ornithine,_4TMS_derivative"	0.079771605	0.739556793	t16
Lkul	"Citric_acid,_4TMS_derivative"	-7.326625949	0.420106926	t16
Lkul	Unknown_19_62	0.042587914	0.390360417	t16
Lkul	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	-10.02980733	1.159703957	t16
Lkul	"Adenine,_2TMS_derivative"	1.622466199	0.496738893	t16
Lkul	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	-9.673765485	1.005816405	t16
Lkul	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-0.98257773	0.452965857	t16
Lkul	"D-(+)-Gluconolactone,_4TMS_derivative"	-0.25231476	0.298848952	t16
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	0.103204831	0.292083083	t16
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-2.316820115	0.353636372	t16
Lkul	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	5.313829884	0.892763117	t16
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	-0.138225327	0.312399526	t16
Lkul	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	-2.592640959	0.383113275	t16
Lkul	"Cadaverine,_4TMS_derivative"	-0.451014344	0.746088498	t16
Lkul	"L-Lysine,_4TMS_derivative"	0.172259579	0.728332439	t16
Lkul	"D-Glucitol,_6TMS_derivative"	-0.111232795	0.277006487	t16
Lkul	"L-Tyrosine,_3TMS_derivative"	-0.110881102	0.330083825	t16
Lkul	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	-0.117158164	0.278522626	t16
Lkul	"D-Gluconic_acid,_6TMS_derivative"	-0.131783597	0.28739305	t16
Lkul	"Muco-Inositol,_6TMS_derivative"	-0.097411715	0.358799268	t16
Lkul	Unknown_22_95	0.093986182	0.374715103	t16
Lkul	"Glucose,_5TMS_derivative_13C"	-0.548590906	0.861211603	t16
Lkul	"Glucose,_5TMS_derivative"	-2.749639647	0.88062177	t16
Lkul	"Palmitic_Acid,_TMS_derivative"	-0.143876301	0.132901065	t16
Lkul	"Myo-Inositol,_6TMS_derivative_isomer_2"	-0.071755329	0.353806314	t16
Lkul	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	3.616596361	0.529646245	t16
Lkul	"Indole-3-lactic_acid,_3TMS_derivative"	5.091153057	0.688757691	t16
Lkul	"L-Tryptophan,_3TMS_derivative"	-0.139014358	0.419567516	t16
Lkul	"Oleic_Acid,_(Z)-,_TMS_derivative"	-0.090924276	0.304875404	t16
Lkul	Sugar_phosphate_26_68	-0.389537127	1.150951231	t16
Lkul	"Stearic_acid,_TMS_derivative"	-0.116817971	0.113457564	t16
Lkul	"Tranexamic_acid,_3TMS_derivative"	-0.070183216	0.654995489	t16
Lkul	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	-0.211327337	0.559344935	t16
Lkul	"Xanthine,_3TMS_derivative"	-0.261886612	0.953113609	t16
Lkul	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	-0.171868399	1.079259942	t16
Lkul	"Uridine,_3TMS_derivative"	-2.775925492	2.537698156	t16
Lkul	"Inosine,_4TMS_derivative"	-5.162251625	0.664671736	t16
Lkul	"Sucrose,_8TMS_derivative"	-0.200281147	0.319593409	t16
Lkul	"Adenosine,_4TMS_derivative"	-5.505375262	0.856161151	t16
Lkul	Unknown_30_30	-0.129456045	0.556564554	t16
Lkul	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	0.001893923	2.522551743	t16
Lkul	"Lactose,_8TMS_derivative"	-0.370754276	0.293950663	t16
Lkul	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	-0.208498164	0.633609075	t16
Lkul	"Guanosine,_5TMS_derivative"	-5.694573241	1.125546873	t16
Lkul	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.442787768	0.436450148	t16
Lkul	".beta.-Gentiobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.277148648	0.537436045	t16
Lkul	"D-(+)-Cellobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	0.648071854	2.021725508	t16
Lkul	"Lactic_Acid,_2TMS_derivative"	4.847112405	0.217375691	t24
Lkul	"L-Alanine,_2TMS_derivative"	0.746646039	0.428388738	t24
Lkul	1-(Trimethylsilyl)-3-[(trimethylsilyl)oxy]urea	0.159000088	0.210347772	t24
Lkul	"3-Methyl-2-butenoic_acid,_morpholide"	0.691847458	0.1345663	t24
Lkul	"Silanol,_trimethyl-,_carbonate_(2:1)"	1.853124877	0.17913727	t24
Lkul	"Pentasiloxane,_dodecamethyl-"	2.043861071	0.207249695	t24
Lkul	"1,4-Butanediol,_2TMS_derivative"	0.566801371	0.09816694	t24
Lkul	Creatinine	-0.710493383	1.628718697	t24
Lkul	"Ethanol,_2-(methylamino)-,_N-trifluoroacetyl,_O-(tert-butyldimethylsilyl)"	0.649237755	0.065687205	t24
Lkul	"L-Valine,_2TMS_derivative"	0.587425518	0.341222492	t24
Lkul	"Ethylphosphonic_acid,_2TMS_derivative"	6.6862902	0.435661402	t24
Lkul	"Pentanoic_acid,_3-methyl-2-[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	6.20881961	0.438595661	t24
Lkul	"Benzoic_Acid,_TMS_derivative"	0.870955179	0.205849185	t24
Lkul	"L-Isoleucine,_2TMS_derivative"	0.368387456	0.383230464	t24
Lkul	"L-Proline,_2TMS_derivative"	0.910891003	0.395252553	t24
Lkul	"Glycine,_3TMS_derivative"	1.458105352	0.544956626	t24
Lkul	"Butanedioic_acid,_2TMS_derivative"	1.893484591	0.820087402	t24
Lkul	"L-Leucine,_2TMS_derivative"	0.384516375	0.288221082	t24
Lkul	"Glyceric_acid,_3TMS_derivative"	1.495641092	0.365416003	t24
Lkul	"Uracil,_2TMS_derivative"	3.137475638	0.286225754	t24
Lkul	"Serine,_3TMS_derivative"	0.587668724	0.508316696	t24
Lkul	"8,10-Dioxaheptadecane"	0.589281056	0.124244069	t24
Lkul	Unknown_7_02	2.268331132	1.402939494	t24
Lkul	"Pipecolic_acid,_2TMS_derivative"	0.785642866	0.412760442	t24
Lkul	"L-Threonine,_3TMS_derivative"	1.033496672	0.452851052	t24
Lkul	"3-Methylpiperazine-2,5-dione,_(R)-,_2TMS_derivative"	1.167572795	0.321786547	t24
Lkul	"Pyrimidine,_5-methyl-2,4-bis[(trimethylsilyl)oxy]-"	2.657618933	0.420807398	t24
Lkul	"Butanoic_acid,_2,4-bis[(trimethylsilyl)oxy]-,_trimethylsilyl_ester"	1.040712048	0.413067535	t24
Lkul	".beta.-Alanine,_3TMS_derivative"	1.176674121	0.516585023	t24
Lkul	"3-Amino-2-piperidone,_2TMS_derivative"	1.951358869	0.541503878	t24
Lkul	Unknown_9_81	1.950996041	1.015048287	t24
Lkul	"Malic_acid,_3TMS_derivative"	-4.474741943	0.912084504	t24
Lkul	"Erythritol_2,_4TMS_derivative"	1.001950027	0.364325462	t24
Lkul	"Tromethamine,_4TMS_derivative"	3.22078042	1.163005512	t24
Lkul	"Pyroglutamic_acid,_TMS_derivative"	1.080422751	0.65435929	t24
Lkul	"L-Aspartic_acid,_3TMS_derivative"	0.62189091	0.587401027	t24
Lkul	"L-Methionine,_2TMS_derivative"	0.280759992	0.363862445	t24
Lkul	"L-5-Oxoproline,_,_2TMS_derivative"	1.153419622	0.51781146	t24
Lkul	"4-Pyrimidinamine,_N-(trimethylsilyl)-2-[(trimethylsilyl)oxy]-"	6.489657213	0.408047248	t24
Lkul	"4-Aminobutanoic_acid,_3TMS_derivative"	1.183880607	0.497901202	t24
Lkul	"L-Hydroxyproline,_(E)-,_3TMS_derivative_2"	2.060121572	1.437775259	t24
Lkul	"DL-Phenylalanine,_TMS_derivative"	1.424998745	0.723703359	t24
Lkul	"2,3,4-Trihydroxybutyric_acid_tetrakis(trimethylsilyl)_deriv.,_(,_(R*,R*)-)_2"	1.011115865	0.434695891	t24
Lkul	"Pentanedioic_acid_3,_2-[(trimethylsilyl)oxy]-,_bis(trimethylsilyl)_ester"	2.248213402	0.509656347	t24
Lkul	"2-Aminoadipic_acid,_3TMS_derivative"	1.985569009	1.017533369	t24
Lkul	"3-Phenyllactic_acid,_2TMS_derivative"	7.696487342	0.52301588	t24
Lkul	"2-Aminooctanoic_acid,_2TMS_derivative"	2.769431445	1.152935706	t24
Lkul	"L-Glutamic_acid,_3TMS_derivative"	0.786447875	0.413674834	t24
Lkul	"L-Phenylalanine,_2TMS_derivative"	0.304754984	0.283867627	t24
Lkul	"2-Aminoheptanedioic_acid,_3TMS_derivative"	1.779449504	1.066422238	t24
Lkul	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_1"	1.750359914	0.429686707	t24
Lkul	Unknown_15_17	0.182301921	1.197465268	t24
Lkul	"Asparagine,_3TMS_derivative"	1.387151882	0.75304871	t24
Lkul	"d-Ribose,_2,3,4,5-tetrakis-O-(trimethylsilyl)-,_O-methyloxime_2"	6.046253263	0.805025653	t24
Lkul	"Xylitol,_5TMS_derivative"	1.236718511	0.324063479	t24
Lkul	"Putrescine,_4TMS_derivative"	1.74854054	0.516919453	t24
Lkul	"5(10H)-Pyrido[3,4-b]quinolone,_7-methoxy-"	1.310126941	0.465435691	t24
Lkul	"Phosphoric_acid,_bis(trimethylsilyl)_2,3-bis[(trimethylsilyl)oxy]propyl_ester"	1.957629856	0.85787506	t24
Lkul	"Myo-Inositol,_6TMS_derivative_isomer_1"	1.044861743	0.36756135	t24
Lkul	"Terephthalic_acid,_2TMS_derivative"	-1.380755899	0.42866088	t24
Lkul	"D-Pinitol,_pentakis(trimethylsilyl)_ether"	1.022274904	0.348892625	t24
Lkul	"9H-Purin-6-ol,_2TMS_derivative"	3.571215848	0.416077217	t24
Lkul	"L-Ornithine,_4TMS_derivative"	1.362078279	0.706236296	t24
Lkul	"Citric_acid,_4TMS_derivative"	-5.902746573	0.920903272	t24
Lkul	Unknown_19_62	1.242860909	0.551572279	t24
Lkul	"D-Fructose,_1,3,4,5,6-pentakis-O-(trimethylsilyl)-,_O-methyloxime_-_isomer_2"	-11.09153507	2.699224832	t24
Lkul	"Adenine,_2TMS_derivative"	3.049012407	0.429922711	t24
Lkul	"D-(-)-Fructose,_pentakis(trimethylsilyl)_ether,_methyloxime_(syn)"	-10.2809988	1.030839219	t24
Lkul	"d-Mannose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-10.56198796	0.258860499	t24
Lkul	"D-(+)-Gluconolactone,_4TMS_derivative"	0.305506359	0.311902711	t24
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)_13C"	1.311345861	0.261267626	t24
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1Z)-"	-8.676063794	0.561701631	t24
Lkul	"4-Hydroxyphenyllactic_acid,_3TMS_derivative"	6.932393238	0.884890204	t24
Lkul	"d-Glucose,_2,3,4,5,6-pentakis-O-(trimethylsilyl)-,_o-methyloxyme,_(1E)-_13C"	1.085318208	0.288856387	t24
Lkul	"D-Allose,_pentakis(trimethylsilyl)_ether,_methyloxime_(anti)"	-8.934614473	0.640523633	t24
Lkul	"Cadaverine,_4TMS_derivative"	1.191565884	0.538538374	t24
Lkul	"L-Lysine,_4TMS_derivative"	1.663869855	0.721798464	t24
Lkul	"D-Glucitol,_6TMS_derivative"	1.052325551	0.327465836	t24
Lkul	"L-Tyrosine,_3TMS_derivative"	0.780176437	0.342587292	t24
Lkul	"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol"	1.015979571	0.377263984	t24
Lkul	"D-Gluconic_acid,_6TMS_derivative"	1.052933247	0.533241727	t24
Lkul	"Muco-Inositol,_6TMS_derivative"	1.019104598	0.485611229	t24
Lkul	Unknown_22_95	1.580202845	0.372303142	t24
Lkul	"Glucose,_5TMS_derivative_13C"	0.814651758	0.588710123	t24
Lkul	"Glucose,_5TMS_derivative"	-8.509151114	1.820543942	t24
Lkul	"Palmitic_Acid,_TMS_derivative"	1.199532199	0.144862201	t24
Lkul	"Myo-Inositol,_6TMS_derivative_isomer_2"	0.957196565	0.448928504	t24
Lkul	"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine"	5.393610547	0.457968508	t24
Lkul	"Indole-3-lactic_acid,_3TMS_derivative"	6.529452489	0.654653228	t24
Lkul	"L-Tryptophan,_3TMS_derivative"	0.674568315	0.443683198	t24
Lkul	"Oleic_Acid,_(Z)-,_TMS_derivative"	1.347819321	0.271847729	t24
Lkul	Sugar_phosphate_26_68	1.538098696	1.015075442	t24
Lkul	"Stearic_acid,_TMS_derivative"	1.193609649	0.097357186	t24
Lkul	"Tranexamic_acid,_3TMS_derivative"	1.347279508	0.710152531	t24
Lkul	"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione_tetratms"	1.647888187	0.687450377	t24
Lkul	"Xanthine,_3TMS_derivative"	1.150640953	0.61281063	t24
Lkul	"D-Glycero-D-gulo-Heptose,_2,3,4,5,6,7-hexakis-O-(trimethylsilyl)-,_O-methyloxime_2"	1.482649742	0.628121738	t24
Lkul	"Uridine,_3TMS_derivative"	-1.497436658	0.647081071	t24
Lkul	"Inosine,_4TMS_derivative"	-4.783024202	2.165747822	t24
Lkul	"Sucrose,_8TMS_derivative"	1.190423189	0.369602338	t24
Lkul	"Adenosine,_4TMS_derivative"	-4.083251708	0.475647772	t24
Lkul	Unknown_30_30	1.236856159	0.567645679	t24
Lkul	"Maltose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	-0.133514828	1.818533356	t24
Lkul	"Lactose,_8TMS_derivative"	-2.482263742	2.057911143	t24
Lkul	"D-(+)-Turanose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_2)"	1.253319186	0.813583618	t24
Lkul	"Guanosine,_5TMS_derivative"	-3.645114067	0.831913507	t24
Lkul	"2-.alpha.-Mannobiose,_octakis(trimethylsilyl)_ether,_methyloxime_(isomer_1)"	0.921370352	0.459236661	t24
